Name,Year,Price,Rating,Country,Winetype,Boldness,Sweetness,Acidity,Link
Petit Clos Sauvignon Blanc 2017,2017,169,3.8,New Zealand,White wine,32.1014,2.4583,78.4697,https://www.vivino.com/DK/en/clos-henri-petit-clos-sauvignon-blanc/w/1126941?year=2017&price_id=17364231
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2017,2017,325,4.1,France,White wine,63.3922,13.8279,42.7452,https://www.vivino.com/DK/en/chateau-carbonnieux-pessac-leognan-blanc-grand-cru-classe-de-graves/w/78014?year=2017&price_id=19836770
Appellation Tupungato Chardonnay 2017,2017,129.95,3.9,Argentina,White wine,53.734,14.8583,36.9206,https://www.vivino.com/DK/en/catena-mendoza-appellation-tupungato-chardonnay/w/5568755?year=2017&price_id=22682300
Pouilly-Fumé Domaine des Fines Caillottes 2019,2019,199,4.1,France,White wine,21.278,0.92958,69.6826,https://www.vivino.com/DK/en/jean-pabiot-pouilly-fume-domaine-des-fines-caillottes/w/1159225?year=2019&price_id=22642768
Blanc 2019,2019,67,4.1,France,White wine,47.3549,22.3765,26.4972,https://www.vivino.com/DK/en/cabalie-blanc-cotes-catalanes/w/5356817?year=2019&price_id=22538348
Alastro 2016,2016,179,3.7,Italy,White wine,59.7521,5.17861,35.8827,https://www.vivino.com/DK/en/planeta-alastro-menfi/w/4984?year=2016&price_id=11290153
Basa Blanco 2019,2019,79.95,3.9,Spain,White wine,0,0,0,https://www.vivino.com/DK/en/telmo-rodriguez-basa-blanco/w/63154?year=2019&price_id=22683608
Sauvignon Blanc 2016,2016,299,4.1,United States,White wine,42.2118,0.0001,68.9912,https://www.vivino.com/DK/en/cakebread-sauvignon-blanc/w/1421945?year=2016&price_id=22311839
Fumé Blanc 2018,2018,329,3.8,United States,White wine,42.7297,1.68258,68.1634,https://www.vivino.com/DK/en/robert-mondavi-fume-blanc/w/2421?year=2018&price_id=23704446
Chablis 2018,2018,179.75,3.9,France,White wine,40.8223,0.0001,67.0561,https://www.vivino.com/DK/en/domaine-long-depaquit-chablis/w/1133162?year=2018&price_id=18697436
Condrieu La Doriane 2016,2016,695,4.2,France,White wine,74.8162,23.8582,25.4932,https://www.vivino.com/DK/en/e-guigal-condrieu-la-doriane/w/1318318?year=2016&price_id=22683281
The Hermit Crab Viognier - Marsanne 2017,2017,125,3.8,Australia,White wine,0,0,0,https://www.vivino.com/DK/en/d-arenberg-the-hermit-crab-viognier-marsanne/w/13388?year=2017&price_id=24117696
Pouilly-Fuissé 2015,2015,600,3.8,France,White wine,39.9516,3.27377,41.6338,https://www.vivino.com/DK/en/bouchard-pere-and-fils-pouilly-fuisse/w/73265?year=2015&price_id=24117573
Classic Gewürztraminer 2016,2016,105,3.8,France,White wine,65.2303,41.2514,25.9347,https://www.vivino.com/DK/en/hugel-classic-gewurztraminer-alsace-white-wine/w/4669773?year=2016&price_id=24628619
Old Vines White 2017,2017,179.95,4.2,South Africa,White wine,0,0,0,https://www.vivino.com/DK/en/mullineux-old-vines-white/w/1745846?year=2017&price_id=22778775
Rossj-Bass Langhe 2018,2018,699,4.3,Italy,White wine,59.5983,23.8201,51.3335,https://www.vivino.com/DK/en/gaja-rossj-bass-langhe/w/66204?year=2018&price_id=23163642
Casal di Serra Vecchie Vigne Verdicchio dei Castelli di Jesi Classico Superiore 2017,2017,169.95,3.7,Italy,White wine,44.4225,24.5253,65.2076,https://www.vivino.com/DK/en/umani-ronchi-casal-di-serra-vecchie-vigne-verdicchio-dei-castelli-di-jesi-classico-superiore/w/1242026?year=2017&price_id=22788456
Chardonnay 2018,2018,229,3.8,United States,White wine,85,36.9201,46.8218,https://www.vivino.com/DK/en/meiomi-chardonnay/w/2477441?year=2018&price_id=22601368
H3 Chardonnay 2014,2014,199,3.6,United States,White wine,63.1483,15.7034,55.4956,https://www.vivino.com/DK/en/columbia-crest-h3-chardonnay/w/4504?year=2014&price_id=9985034
Grand Ardèche Chardonnay 2018,2018,129,4.0,France,White wine,55.2907,11.4481,32.9214,https://www.vivino.com/DK/en/louis-latour-grand-ardeche-chardonnay/w/7291?year=2018&price_id=23351006
Vouvray Le Haut-Lieu Sec 2017,2017,244.95,4.1,France,White wine,23.4089,11.4653,85,https://www.vivino.com/DK/en/huet-vouvray-le-haut-lieu-sec/w/17522?year=2017&price_id=23015015
Lugana 2019,2019,159,3.9,Italy,White wine,55.1287,22.2363,50.3322,https://www.vivino.com/DK/en/it-ottella-lugana/w/1122030?year=2019&price_id=23125604
Sauvignon Blanc 2019,2019,139,3.7,New Zealand,White wine,31.4867,2.31175,79.3702,https://www.vivino.com/DK/en/hunters-4826-sauvignon-blanc/w/17074?year=2019&price_id=22397981
